"","SE_gdd_DKL_train","SE_alpha_DKL_train","SE_Tmin_DKL_train"
"1",782.731367521739,0.135168993177615,3.82984099350624
"2",831.723934115618,0.143655419535871,3.8637599860697
"3",612.658703170686,0.107508831061531,3.35756475757113
"4",792.219306083649,0.135903140743417,4.10276131002083
"5",866.398671059364,0.149770226259572,4.37237521563813
"6",854.009080905708,0.148346086738102,4.20576881159195
"7",793.302987947409,0.136853312758505,3.63408733712376
"8",545.913052581917,0.0969253569685674,3.69296508212845
"9",773.40178544496,0.131732940483804,3.43213482057154
"10",862.773059310013,0.149114342400709,4.56484764458755
"11",887.58759823385,0.154420543012572,4.41068617306472
"12",886.876973217002,0.156809806449217,3.93274497595457
"13",589.156320133373,0.103263844022804,3.34569995815843
"14",713.164825350705,0.125806213327146,4.19265646528337
"15",835.892614795124,0.144835169662407,4.30532337941784
"16",859.426747653464,0.148818442020969,4.69450571007135
"17",640.613034654454,0.113897543152262,3.92458731310277
"18",816.98318033063,0.1419362273235,3.13567987301849
"19",886.271779165616,0.14858863717826,4.83444455927562
"20",789.312218526669,0.120694686311565,3.89461720873157
"21",922.173192484491,0.157433481294472,5.084824716926
"22",918.808418268998,0.144746223822999,3.90878116628215
"23",851.078655590381,0.143354754411977,4.11741177696825
"24",961.390925823259,0.164517164879488,4.25075590898358
"25",940.514812965514,0.157555158615501,4.0369048930745
"26",842.200585735391,0.145036891936886,3.2554768307303
"27",989.822447045199,0.171457316925198,4.30277717027553
"28",884.230040025066,0.151073946483683,3.68579005323467
"29",878.388579593018,0.155017619268491,3.80743689228754
"30",735.989142970297,0.123626270560249,2.8522852538024
"31",872.16690946611,0.148305473096234,3.52443084391222
"32",725.243845539053,0.111954491129124,2.93279269581625
"33",980.250660206846,0.17297066865792,4.2026380197237
"34",802.535409047294,0.120889576473367,3.49117856750767
"35",873.288574797655,0.136533955367534,4.23682103957092
"36",853.135985215235,0.143381595026014,4.03007647730041
"37",807.639604689605,0.0959229018991257,3.61868376586456
"38",808.737062308724,0.127214007338233,3.87970845074283
"39",784.02172116167,0.121546487212604,3.67296386899527
"40",870.822769577749,0.127794772989339,4.43847555439579
"41",843.262674666146,0.139371719043017,4.17017027071588
"42",839.702135740276,0.135851776831542,4.14326701354538
"43",842.235248784691,0.142247497967512,4.1760736771114
"44",833.291735668914,0.138540214163217,3.92425172546841
"45",870.50450534415,0.143436729627172,4.1571393895586
"46",851.026000634692,0.14234275837017,4.1167398545529
"47",938.109108868986,0.146341609351116,4.41066055962638
"48",821.417442922799,0.137698046516097,3.633463747505
"49",710.852110255048,0.11991050321282,2.76228966648114
"50",805.873171937958,0.110776482539094,3.21450208475879
"51",646.057616312898,0.110690800442618,2.30801942247709
"52",453.720485043644,0.0566581211517731,1.75380209717001
"53",447.027856961389,0.0556410026303518,1.73261386383557
"54",453.685512443941,0.056361459159022,1.76434518329283
"55",846.55592747258,0.144064701760242,4.58290736217024
"56",843.263263281048,0.135223189939074,3.64705556412805
"57",882.943324667694,0.149262683947948,4.71740169023657
"58",897.892449383547,0.15148913030753,4.51031647016031
"59",899.100166719304,0.151900552155048,5.23256155523587
"60",895.051651452128,0.15128674779632,5.01333656848244
"61",886.091348047396,0.147886277712836,4.99911104535791
"62",873.261204769529,0.147561715795756,4.81270149848425
"63",871.346818920753,0.145479287843643,4.61697833270381
"64",867.36010051425,0.14116553325477,4.54894843440456
"65",839.306017443658,0.13390697242985,4.46606654703861
"66",834.219458652137,0.1346522595882,4.32143606335845
"67",884.645725038043,0.133011718157341,4.13868323580444
"68",893.418205786956,0.148252553161117,4.69592024306101
"69",942.171358438024,0.157441718088965,5.07338633757361
"70",902.848834309082,0.14264706067718,4.92218625039399
"71",874.874871262834,0.14290972677111,4.64615440821004
"72",846.092315214236,0.149741968012553,3.94905073540663
"73",848.146297801299,0.154479755995112,3.93391966932535
"74",955.027241744734,0.161147298993728,5.0213892439799
"75",903.112830268994,0.151534180340916,4.51937570152498
"76",910.443156206831,0.142377191140026,5.00979526896715
"77",875.43615504418,0.147444099114533,4.17834475262779
"78",837.568026063068,0.13395076838868,3.79018790344835
"79",516.98378955723,0.0661857476659288,2.06311306051207
"80",560.650725313671,0.0722661552739973,2.27381482335163
"81",593.379690915584,0.0789834131131493,2.41781794013035
"82",533.358098060097,0.0686094635907091,2.14327384225983
"83",832.101360235421,0.114909080876424,3.74355735844009
"84",817.722771117729,0.0929754243291615,3.58710468599248
"85",769.289017416197,0.128386778083677,3.23616943494953
"86",794.223330226018,0.124994634499006,3.45227437136972
"87",804.699885492604,0.116044353717588,3.37738153733211
"88",776.343279569892,0.124908716432333,3.20568528847573
"89",839.79502467262,0.146165898772091,5.27360968869668
"90",816.893310448757,0.130681596132659,3.64437875820359
"91",831.33651319404,0.136795773402616,4.04736605745437
"92",796.416063925368,0.134768828250625,3.4603029969858
"93",786.372581856919,0.127614848642711,3.28028303568695
"94",746.341357775109,0.0668688910498249,2.91692757771837
"95",890.743256337877,0.116658902122629,4.88447707752707
"96",842.16125176423,0.130986524032309,4.18815873205792
"97",884.17012446089,0.148407607144993,4.28248120561773
"98",906.521968925956,0.156171700456934,4.51276861628483
"99",898.510366716238,0.151163980152458,4.80038984466398
"100",963.108733739836,0.166778783123893,4.33838383543929
"101",569.359714904245,0.0748027534100875,2.17273515615059
"102",693.719402599932,0.0960969099620049,2.72111033060625
"103",691.794038508145,0.0953241546634309,2.71201847002971
"104",823.13603288548,0.128319137941409,3.17598656636283
"105",763.872375383655,0.111549580817634,2.9642609530389
"106",670.522847948428,0.0946358839237118,2.55986217447953
"107",1030.77330982642,0.179892957463409,4.31254860601185
"108",704.331780015087,0.100004589450618,2.68125914913475
"109",592.595428580176,0.0842133289511588,2.18889028664313
"110",582.914299461884,0.0846809416245377,2.12468567505207
"111",1004.20891767377,0.175916941920335,4.24052650756086
"112",577.445702722147,0.0847302217640997,2.09737539032913
"113",610.792193428598,0.0976261201035268,2.18227446587969
"114",630.811989113953,0.104251949283302,2.23820697921425
"115",714.815329031704,0.102832671065488,2.7580307655677
"116",809.511971085465,0.126554052567852,3.14525414613517
"117",676.585015647654,0.0957350232475259,2.57793296019228
"118",739.382415032846,0.110431543030266,2.77649152248021
"119",963.38941717295,0.152465517886247,3.92746632974694
"120",900.555029787209,0.141665448799916,3.35710159007345
"121",422.547359923715,0.0525952114421266,1.6029905383725
"122",1010.11589737788,0.174662445763909,4.48080841709098
"123",850.735843047256,0.15538689225558,3.77892635721961
"124",583.924337739895,0.0771458502269817,2.2475420817655
"125",658.362560252962,0.112308521429562,2.34315139693788
"126",670.155617038611,0.115388750012675,2.37920658573294
"127",945.348063094676,0.164505550583858,3.91978059981093
"128",857.878253589277,0.140142826854965,3.09855489925028
"129",847.606394478844,0.134481230175334,3.008453755864
"130",874.068614172628,0.149782285191865,3.38653732187141
"131",1004.44984715515,0.15791399129264,4.34375215894371
"132",899.713602310409,0.148723407472115,3.51722563469734
"133",901.151420100753,0.163622884538101,4.06926945388659
"134",738.208653932672,0.121969474548365,2.71150121237392
"135",790.559979342613,0.123590221909588,2.94617565173875
"136",1101.49948294668,0.176891135856924,4.56890165009808
"137",928.025784601953,0.17032484996968,3.43493008885437
"138",929.688412381461,0.174001528605,3.27171709596245
"139",866.912687114196,0.14878327013487,3.26407054089453
"140",716.383098239828,0.122893284585213,2.57940786811808
"141",761.186021826817,0.130066056323183,2.77757779147492
"142",765.954486765353,0.131022839313067,2.79418303913617
"143",928.228493158052,0.155125305098647,3.57726662635584
"144",924.643666686469,0.167020727093104,4.17771616361731
"145",751.585351632821,0.128867366770023,2.73210539164167
"146",684.75068434338,0.116773152496642,2.44130315872496
"147",695.500208020758,0.121042521073073,2.49721595872648
"148",873.634352488655,0.149447302661349,3.38798822057843
"149",696.426551418103,0.120150949728192,2.49056797154842
"150",690.958560205534,0.119060333589959,2.46898308685008
"151",773.97959743006,0.134476337211151,2.85092662064697
"152",1108.64694844287,0.184896278568089,4.5014611518856
"153",1144.87946421498,0.184252009767934,4.66613771308571
"154",821.510062708058,0.139063372796674,3.02004299341875
"155",965.368842412715,0.175157023544265,4.51929391849075
"156",799.502888153086,0.106148853173505,3.14903051975775
"157",789.492358473562,0.134399398120831,2.89044228009878
"158",756.901739548354,0.130052570901999,2.75129094376473
"159",672.863699005304,0.11566980513185,2.38761592579422
"160",689.492250875159,0.118622730794244,2.45965580657552
"161",999.441132887864,0.176541678013355,4.05880207933125
"162",974.435562094361,0.168173311659908,3.97034970011553
"163",1030.84967612477,0.172250564033402,4.18269522454093
"164",1029.46488942574,0.177862761944418,4.09224876351439
"165",813.771764921462,0.145452833458184,3.10425126185997
"166",926.177709031382,0.168104391347909,4.21137885437613
"167",982.069963242496,0.164098865149038,3.74305590819727
"168",450.29790073559,0.0447230591918227,1.9615179084418
"169",1043.01729840322,0.176462024795727,4.49299141264822
"170",947.250788935542,0.160211387049959,3.65681642751016
"171",815.056153351004,0.125413202613374,2.76314718072221
"172",850.377771644562,0.135629898259772,3.1248626338935
"173",911.859510671776,0.150768081126656,3.42984131005065
"174",932.630784073815,0.158386188439752,3.67560920730779
"175",984.82892740067,0.170599996336304,4.02380066581353
"176",785.823228333279,0.123888422926422,3.27893320157207
"177",895.061421520543,0.161146047048628,3.85984575283624
"178",834.120794054938,0.136638577908395,3.36140268588061
"179",796.646832132915,0.127178373466895,3.24637186897897
"180",591.884092131082,0.0624453097495366,2.51399348196477
"181",781.3568916948,0.129431021806136,2.96882497778562
"182",733.886670303283,0.125566953839266,2.66075142480618
"183",803.017867206411,0.125953784382477,2.7946428795128
"184",807.293266688243,0.128918514976407,3.05236903361199
"185",756.236435145118,0.119969740481935,2.7469707166264
"186",705.388336044936,0.108152679776139,2.64564692460816
"187",792.908539050899,0.123256628813643,3.02109701097248
"188",883.371785543455,0.157087895252176,3.83529233588625
"189",775.254053554212,0.129278084158365,2.88058927455519
"190",562.774260272334,0.0767038620268214,2.00211394397952
"191",644.922273681154,0.0960491406392977,2.25295898677209
"192",1085.0885112852,0.167606056095786,5.87675325290039
"193",502.60375595012,0.0508758981779545,2.17254272896204
"194",453.84921787113,0.0574999145114208,1.71374129267593
"195",431.465606191948,0.0537240999812189,1.63528952200033
"196",453.02640031362,0.057374309610495,1.71131055909933
"197",439.259647904312,0.0548254473506122,1.66224009918891
"198",468.546360748191,0.0599292914055983,1.76584339189051
"199",924.486603051379,0.164631891874147,4.05153463497773
"200",600.96838732921,0.083930943228345,2.1697205249723
"201",566.571273747251,0.0790946206737133,2.0700988663361
"202",665.723428501247,0.107752224256114,2.42303613132669
"203",646.199232385734,0.104691554243924,2.2941750176992
"204",613.531726246899,0.0922619106649793,2.216210320605
"205",553.422460971017,0.0570130188449417,2.4035264314376
"206",507.202678163917,0.0661810194042709,1.89778704086282
"207",472.984052425435,0.0599446849545016,1.77993918227156
"208",509.28236295243,0.0650759497243024,1.91370848671563
