"","i","taxaName[i]","mean_abundance","max_abundance","u1","sd1","t1","u2","sd2","t2","u3","sd3","t3","min_gdd","max_gdd","min_alpha","max_alpha","min_Tmin","max_Tmin","nonzero"
"98",98,"Linaceae",6.28692706720347e-06,0.006369427,4036.27599685551,1560.66879606448,1285.37965509227,0.547319392787256,0.273238511177266,0.161979820537572,-3.83314852848109,8.66241475579254,10.3426456436393,547.0182,5787.19761,0.296424427518291,1.079886,-36.77477,7.222471282,17
"99",99,"Linnaea",2.94425370083617e-05,0.02318784,1617.53560225038,1560.66879606448,754.429020509319,1.00277770687444,0.273238511177266,0.111601456426596,-10.6846208570514,8.66241475579254,5.03988371123957,702.0337,4382.228488,0.5173385,1.222353,-24.33698365,5.064769866,42
"100",100,"Linum",2.5858722205017e-05,0.009940358,3500.51482521882,1560.66879606448,1138.28079475906,0.781307062581894,0.273238511177266,0.193884485691432,0.0799155836989823,8.66241475579254,4.91018868380202,777.0893803,7085.181518,0.118162673905766,1.16373318222621,-19.18672608,12.48433646,72
"101",101,"Lonicera",8.17115710746361e-05,0.073033708,4081.32778537358,1560.66879606448,1041.29708682298,0.681681288925957,0.273238511177266,0.199876960262743,1.99199341181977,8.66241475579254,5.95208362827816,992.6896908,6557.908368,0.07271321,1.222668,-26.87249965,12.58307328,119
"102",102,"Lycopodium",0.00176006958423661,0.807251908,2573.91832243678,1560.66879606448,1170.06125796648,0.943247660740399,0.273238511177266,0.172532907787064,-7.03655355003394,8.66241475579254,7.97209113056132,313.3904018,7085.181518,0.04840978,1.24413275948597,-41.86209,14.09817271,826
"103",103,"Lysimachia",6.2448988076804e-05,0.06517513,2941.37685276564,1560.66879606448,505.400672684303,0.848350914130342,0.273238511177266,0.10506173053506,-3.78024051889757,8.66241475579254,2.60321917435066,702.0337,6530.713218,0.359770290225922,1.222668,-16.94892,9.016722098,108
"104",104,"Lythraceae",4.619904413131e-05,0.04832978,4169.0100284398,1560.66879606448,927.233354477863,0.700905963656097,0.273238511177266,0.157300609381977,1.01560059486637,8.66241475579254,3.94728111935322,1081.837,6919.118685,0.1388197,1.12852185406233,-15.05412,12.57071473,67
"105",105,"Malus",4.41239331062248e-06,0.01010101,3583.16306568782,1560.66879606448,594.080152135513,0.839492173651242,0.273238511177266,0.246506688444023,0.521083845288115,8.66241475579254,3.63907226634825,1785.442338,5243.139,0.09529607,1.12447644584088,-13.4810692,5.690790261,15
"106",106,"Malvaceae",6.14038654382162e-05,0.023255814,4637.11171817906,1560.66879606448,954.902957403657,0.563423634126054,0.273238511177266,0.170460580092413,4.06135503090112,8.66241475579254,4.52667770763309,803.9124,7290.723431,0.147539292322024,1.107073,-37.29361,12.81610863,108
"107",107,"Melanthiaceae",1.13659402291731e-05,0.01650165,1672.57253083355,1560.66879606448,621.608026853707,0.946452987941137,0.273238511177266,0.140437163584725,-12.6908758012278,8.66241475579254,7.20767450224859,788.9852,3936.011,0.4704284,1.169937,-25.63561419,-1.108026,42
"108",108,"Mercurialis",0.000347717035769588,0.2041467,5040.33220861068,1560.66879606448,942.430287153762,0.586134439940699,0.273238511177266,0.167185264308393,5.26556319321271,8.66241475579254,3.76766741446933,365.8831,7574.322609,0.09529607,1.22824634229889,-13.4810692,14.21072499,380
"109",109,"Montiaceae",7.67201858160421e-06,0.028391167,5212.0031203501,1560.66879606448,1126.6363576723,0.809792797250828,0.273238511177266,0.112860223059102,6.24505964566304,8.66241475579254,3.32950318583192,1008.603,5998.524625,0.739417299953616,1.23589134007787,-11.82346,8.564521031,11
"110",110,"Moraceae",7.14415515639517e-06,0.010380623,5192.58923511633,1560.66879606448,868.671184591296,0.629749306393688,0.273238511177266,0.121663327707359,6.12068721537434,8.66241475579254,3.17961052897128,1114.069,6919.118685,0.39054636710115,1.153851,-6.136764,10.23286462,21
"111",111,"Myrica",0.000774556604831217,0.285714286,2780.84032761992,1560.66879606448,558.068723635378,1.10577522671425,0.273238511177266,0.094429763404003,0.0435549723243544,8.66241475579254,3.66788809369895,918.9383636,6343.741226,0.462577242611393,1.24723297704425,-19.21875,11.81269437,224
"112",112,"Myrtaceae",0.000230100947197275,0.147286822,5802.74918184497,1560.66879606448,682.157594002424,0.497374412348786,0.273238511177266,0.105741248514566,9.04373266457664,8.66241475579254,2.3011312150324,1018.360049,7195.727492,0.118162673905766,1.14818077866751,-6.522634625,14.45623298,233
"113",113,"Nartheciaceae",1.85356466398266e-05,0.015053763,2488.60250092338,1560.66879606448,507.059024599917,1.17477789851878,0.273238511177266,0.0584327740309363,0.0191757008476286,8.66241475579254,2.55067250577935,1274.279555,4261.503373,0.46718491473255,1.24413275948597,-8.097400751,5.902171867,40
"114",114,"Nerium",3.2511674976773e-05,0.048,6223.40971690639,1560.66879606448,338.253105559314,0.32512550992412,0.273238511177266,0.0867638668095205,6.92689475238153,8.66241475579254,1.00546140970546,5243.139,6617.601,0.0583163778906948,0.5917176,0.7721206,10.23286462,16
"115",115,"Nitrariaceae",0.000242612948590895,0.1813955,6234.20416904758,1560.66879606448,290.161026312044,0.460077976940737,0.273238511177266,0.155049400462789,6.10312194842327,8.66241475579254,0.812910811109703,4193.507,6919.614,0.09529607,0.950674,-2.663444,9.784804,66
"116",116,"Olea",0.0145791024083308,0.760233918,5192.73777798981,1560.66879606448,773.211945305053,0.481640835560526,0.273238511177266,0.116629420550147,6.23588831220645,8.66241475579254,2.53668625498738,365.8830718,8057.136257,0.05362647,1.18783505450776,-13.441567,14.8271168,1968
"117",117,"Oleaceae",0.00202963279498297,0.678392,5723.15661363353,1560.66879606448,735.396919975682,0.506668619168119,0.273238511177266,0.116998438150103,6.94593569265731,8.66241475579254,2.50848622830823,1231.75501,8112.428736,0.04714805,1.10812303467526,-10.05533,14.80167833,476
"118",118,"Onagraceae",0.000134228449984515,0.039215686,2284.22668449331,1560.66879606448,670.152738616042,0.952635202430964,0.273238511177266,0.132941421913535,-7.53489922241977,8.66241475579254,6.67477611152591,522.4174866,6344.884041,0.4141255,1.23654826326424,-41.81139,9.544330381,256
"119",119,"Ononis",8.00847956023537e-06,0.02226487,3292.36633408025,1560.66879606448,555.039878032471,0.727339841652525,0.273238511177266,0.138157303629868,-2.71696401548639,8.66241475579254,2.52852640184211,1214.194232,5797.400211,0.474994296533059,1.12483924746366,-10.28645714,8.370097963,17
"120",120,"Ophioglossaceae",0.000386051932486838,0.2467443,2854.90154583474,1560.66879606448,1317.19175277409,0.842534725719831,0.273238511177266,0.17920170182038,-3.86115803259309,8.66241475579254,5.18365749495543,365.8830718,7195.727492,0.170085276809605,1.222586,-26.92885252,10.88808349,295
"121",121,"Orobanchaceae",0.000791073467637039,0.3547007,1746.72359993607,1560.66879606448,639.477785654212,1.06905067845801,0.273238511177266,0.117018341233557,-5.61905939463935,8.66241475579254,3.66396602860687,365.8830718,7574.322609,0.147698957994541,1.2439879431737,-33.43363,8.793420194,664
"122",122,"Osmundaceae",5.02297426447817e-05,0.034111311,4320.01815547776,1560.66879606448,710.003652606947,0.781213815371059,0.273238511177266,0.228753780893052,5.2619857240491,8.66241475579254,1.65782614792502,1833.963,7195.727492,0.328640428144826,1.22540555279501,-2.494533,10.88808349,49
"123",123,"Oxalidaceae",0.000112999185351502,0.115541922,2253.56149740979,1560.66879606448,253.859290072029,0.86752095675079,0.273238511177266,0.0423679681265972,-13.150886382118,8.66241475579254,4.17912775824865,1168.584941,3652.756505,0.768606747554995,1.155552,-20.7299827,5.659738369,73
"124",124,"Oxyria.Rumex",0.0102053694001239,0.731707317,3503.57457301951,1560.66879606448,1175.51526179754,0.787663487747561,0.273238511177266,0.179714375802894,-0.131187582562018,8.66241475579254,4.82792327830641,313.3904018,7574.323,0.0896539157382728,1.24413275948597,-37.84181,14.45623298,3911
"125",125,"Paliurus",0.000153752959585011,0.854974705,6560.11108278793,1560.66879606448,643.746147431364,0.46216704866889,0.273238511177266,0.0478570590692982,7.37521898540851,8.66241475579254,1.81042792596495,2916.839509,6912.362386,0.407613848267451,0.828423172343719,-6.750570635,9.016722098,47
"126",126,"Papaveraceae",0.000658645859089501,0.231823,4683.94086783014,1560.66879606448,689.612352241278,0.466171677059316,0.273238511177266,0.12357681707328,3.28473567150265,8.66241475579254,3.77589579986263,379.7646,7458.225,0.09529607,1.21264328433211,-42.29881,14.45623298,463
"127",127,"Parrotia",6.4921704552493e-05,0.157894737,5723.7838622921,1560.66879606448,118.886990001359,0.968032917824326,0.273238511177266,0.0758065838605821,6.04029361494137,8.66241475579254,0.488205403880094,3717.763956,6102.477,0.127309,0.988545001658678,-0.079680543,6.330767957,15
"128",128,"Phillyrea",0.00216721303344689,0.644230769,5354.46172814668,1560.66879606448,612.311640516758,0.555858303569565,0.273238511177266,0.109961669658582,6.50548748417314,8.66241475579254,2.31489447217359,788.9851722,7693.740641,0.0370743472873604,1.16587939025044,-11.83121,14.09817271,940
"129",129,"Picea",0.0421536519902447,0.709185,2279.39215553252,1560.66879606448,429.915410446646,0.976744281002812,0.273238511177266,0.0780805261294814,-8.88824726271036,8.66241475579254,4.91032856653122,365.8830718,7574.322609,0.147698957994541,1.24413275948597,-42.42932,7.965033998,3144
"130",130,"Picea.orientalis",0.000117515150046454,0.114942529,2426.22726849379,1560.66879606448,532.114867425601,0.875676381430239,0.273238511177266,0.100544347596717,-7.69755877710002,8.66241475579254,1.98308334025044,1319.770242,5480.998942,0.557015433253387,1.09522105030102,-13.4810692,6.246740565,65
"131",131,"Pinus..diploxylon.",0.186585394832146,0.972868217,2875.55446043218,1560.66879606448,903.406673136638,0.845808376181866,0.273238511177266,0.153952024450356,-4.62509512955001,8.66241475579254,5.70415439864874,313.3904018,8112.428736,0.0370743472873604,1.24723297704425,-42.42932,14.8271168,5422
"132",132,"Pinus..haploxylon.",0.033902900729328,0.9441341,3187.01778388081,1560.66879606448,1215.10284579321,0.738578314948869,0.273238511177266,0.175458315585222,-5.19369388404585,8.66241475579254,7.01042571246629,365.8830718,8110.034257,0.04714805,1.222668,-42.29881,14.80140685,1319
"133",133,"Pistacia",0.00203724309662434,0.510934394,5574.27109896422,1560.66879606448,654.343313192497,0.482513627044752,0.273238511177266,0.116442010340631,7.69844321135417,8.66241475579254,2.33111051169267,1077.223,7929.507666,0.0563867822932036,1.157377,-6.750570635,14.8271168,767
"134",134,"Plantaginaceae",0.0128207415263239,0.670026882,4105.61108629672,1560.66879606448,1195.28160844377,0.683539844253403,0.273238511177266,0.209606723270635,2.22441083016076,8.66241475579254,4.03485865984536,365.8830718,8057.136257,0.0370743472873604,1.24718272641248,-37.55937,14.8271168,4205
"135",135,"Platanus",0.000740742194951998,0.549374131,4285.34840973967,1560.66879606448,807.611468724845,0.723889014978436,0.273238511177266,0.118433431859224,2.7702709739314,8.66241475579254,2.03771704638928,365.8831,7122.448654,0.170085276809605,1.187835,-13.441567,9.78818183,391
"136",136,"Plumbaginaceae",0.00129239592629297,0.616533865,4951.23826292727,1560.66879606448,755.35271985648,0.579450907163845,0.273238511177266,0.143683454075815,3.56047899427938,8.66241475579254,3.06366335654556,728.5216258,7471.165,0.04714805,1.24221804564065,-41.84378,14.8271168,555
"137",137,"Poaceae",0.0968461329691855,0.820905459,3378.0099729605,1560.66879606448,1078.88009462749,0.788847217320949,0.273238511177266,0.192466943597234,-0.818066465326419,8.66241475579254,5.18857904590405,313.3904018,8112.428736,0.0370743472873604,1.24723297704425,-42.42932,14.8271168,5258
"138",138,"Polemoniaceae",0.0146032474419325,0.899699097,4650.39867898341,1560.66879606448,916.979596710309,0.523514009930063,0.273238511177266,0.154508549313159,1.1535262098803,8.66241475579254,2.92309639786338,696.8027065,8110.034257,0.04714805,1.13391116529556,-26.37479768,14.80140685,724
"139",139,"Polygalaceae",6.1954414834314e-05,0.1329609,3335.12291444797,1560.66879606448,924.307115586235,0.757514711237107,0.273238511177266,0.213616391295673,-1.93332555005988,8.66241475579254,3.8815734821195,1019.585,6527.071,0.232586913234882,1.222668,-19.12475549,10.51958337,52
"140",140,"Polygonaceae",0.000807255609786312,0.282222222,3090.94248112253,1560.66879606448,1368.36688875226,0.723085866614066,0.273238511177266,0.22239842335921,-8.89380671553694,8.66241475579254,8.18277673706713,547.0181546,7297.764205,0.07271321,1.222586,-42.42932,11.68691667,449
"141",141,"Polygonum",0.00125970836745122,0.1704036,3954.5255901841,1560.66879606448,975.665899607482,0.623489804034212,0.273238511177266,0.158544458673682,0.000391200646271162,8.66241475579254,4.64174072264502,385.0218334,7571.89259,0.04714805,1.2135607891262,-37.04942,14.8271168,1137
"142",142,"Polypodiales",0.021656190222205,0.821155184,2818.03930788058,1560.66879606448,946.524714479481,0.939858317359395,0.273238511177266,0.164458127463242,-3.65219214661759,8.66241475579254,4.42446863168072,313.3904018,8112.428736,0.04714805,1.24723297704425,-37.73623,14.80167833,3493
"143",143,"Populus",0.000533194236915454,0.147219193,4124.42759600555,1560.66879606448,963.6329052619,0.641347397345852,0.273238511177266,0.189046155567196,1.67351284224543,8.66241475579254,4.34185136579764,365.8831,6787.939757,0.208128683233112,1.24157742560402,-24.84431441,12.03301871,714
"144",144,"Portulacaceae",1.97704685661195e-05,0.09966287,3290.76295609574,1560.66879606448,645.626763800837,0.801230771910694,0.273238511177266,0.123645710711171,-5.08824965992137,8.66241475579254,2.5013275289254,2829.228,6056.317,0.3245314,0.8884743,-6.827079,6.373898,12
"145",145,"Potentilla",0.00153999069773924,0.352808989,2159.13778210756,1560.66879606448,633.833980109881,1.01542002789659,0.273238511177266,0.152764701623171,-4.77891573302222,8.66241475579254,5.37873521098229,365.8830718,7110.448396,0.07336918,1.24723297704425,-33.43363,11.69708146,898
"146",146,"Primulaceae",0.000334680198358625,0.1267986,4203.20457334944,1560.66879606448,1475.50395854424,0.596914939620621,0.273238511177266,0.259559770491393,1.62903170654737,8.66241475579254,5.83943517774835,365.8831,7015.16,0.04840978,1.2338486461003,-39.97291,14.21072499,350
"147",147,"Prunus",0.000164599542427996,0.198675497,3753.7855057656,1560.66879606448,680.087248372659,0.752856039307973,0.273238511177266,0.130983981216798,0.598680507675612,8.66241475579254,3.09980111214509,365.8831,6360.128,0.0563867822932036,1.23867353450458,-15.41169597,10.23286462,202
"148",148,"Pteridaceae",0.000273925218953236,0.654761905,4542.1400733851,1560.66879606448,1083.04117498045,0.54529938905714,0.273238511177266,0.210502789455122,5.11203812124317,8.66241475579254,3.8742089875869,678.8275191,6650.983405,0.181299219570882,1.24322018496742,-12.6937893,11.42602199,174
"149",149,"Pterocarya",7.06091711056055e-05,0.2197878,4473.59434438416,1560.66879606448,810.096751678889,0.694143108727605,0.273238511177266,0.120064548127147,0.106837932614837,8.66241475579254,3.414728542512,1077.223103,6606.582,0.2910152,1.15737671573435,-13.49055,7.156262,58
"150",150,"Quercus.deciduous",0.0530032489165376,0.9259259,3931.45964101443,1560.66879606448,837.890348764601,0.729885015924229,0.273238511177266,0.157944465065475,0.79775338253422,8.66241475579254,3.83346252629898,343.2032081,8057.136257,0.0542359550907762,1.24723297704425,-27.51336,14.40617834,4674
"151",151,"Quercus.evergreen",0.0375259863496439,0.9041916,4928.8861125166,1560.66879606448,626.769597845421,0.505466432816992,0.273238511177266,0.107911902178558,5.1215038503786,8.66241475579254,2.19827485984208,830.8019616,8112.428736,0.04714805,1.15110360616809,-12.45548,14.80167833,2129
"152",152,"Quercus.intermediate",0.000312933349179312,0.2368421,3899.52124098706,1560.66879606448,543.798130128413,0.670562573892266,0.273238511177266,0.111300505658974,2.8284649423448,8.66241475579254,1.51692483098484,1815.967,6381.403758,0.446439702481533,1.046023,-2.668068,9.622271084,45
"153",153,"Ranunculaceae",0.00250299679312481,0.362637363,2857.97765052884,1560.66879606448,963.386157005618,0.872240935587429,0.273238511177266,0.150572109519229,-3.42341864878529,8.66241475579254,6.61064659198834,365.8830718,7458.225148,0.147539292322024,1.24413275948597,-42.42932,12.58307328,1871
"154",154,"Ranunculus",0.00337278311350263,0.788192,2965.28331935885,1560.66879606448,941.934282677075,0.87901613108822,0.273238511177266,0.175471545995589,-2.57937161258298,8.66241475579254,3.993310524995,365.8830718,7247.690136,0.07271321,1.24723297704425,-33.43363,12.58307328,1622
"155",155,"Resedaceae",1.50794919479715e-05,0.036437247,3471.52743517881,1560.66879606448,1001.9709624817,0.66509948458283,0.273238511177266,0.109946298885766,0.0597159972013352,8.66241475579254,3.79507794589803,1114.069,6343.741226,0.391338324410918,1.153851,-14.47163121,11.81269437,30
"156",156,"Rhamnaceae",8.58763696190771e-05,0.070048309,4822.9570864237,1560.66879606448,985.788839622567,0.48014549666717,0.273238511177266,0.14258594744048,4.88824243622248,8.66241475579254,3.95727526078257,1599.25774,7302.056606,0.159292927397001,1.12768410265622,-24.7172193,13.62968524,76
"157",157,"Rhamnus",0.000112078880458346,0.071895425,4603.38906806565,1560.66879606448,1102.15245563013,0.697460158510161,0.273238511177266,0.160252941831469,4.01104749298477,8.66241475579254,4.16599025897032,365.8831,6956.871668,0.09916899,1.187835,-21.15094619,12.03492118,176
"158",158,"Rhododendron",0.000371476125425828,0.345856922,1604.57357935267,1560.66879606448,767.940099620197,1.08602048624918,0.273238511177266,0.114395946678528,-4.94555270291703,8.66241475579254,2.47642355686054,365.8831,5268.158466,0.2114067,1.187835,-29.79906,5.891395396,145
"159",159,"Rhus",0.000130003480489316,0.2181782,4729.17055627435,1560.66879606448,953.946643812533,0.685987655414599,0.273238511177266,0.229558445527393,3.04732601820015,8.66241475579254,4.88309861999456,951.1694,7302.056606,0.153815927491971,1.167659,-13.98392,14.33977834,69
"160",160,"Ribes",5.45911830288015e-05,0.1038062,4114.83033781173,1560.66879606448,873.022544947331,0.441897451081235,0.273238511177266,0.221814908519937,-1.63301403443581,8.66241475579254,4.50108119576929,1143.540023,7015.16,0.111948,1.09781372900131,-24.4827597,9.976864,44
"161",161,"Rosaceae",0.00480625734561784,0.4625122,3114.44482381501,1560.66879606448,964.471160715795,0.827699889135943,0.273238511177266,0.173036579730966,-2.61096179257647,8.66241475579254,5.93997249009967,365.8831,7574.322609,0.07271321,1.24723297704425,-41.86209,14.33977834,3082
"162",162,"Rosmarinus",4.08762980799009e-05,0.048582996,4249.29286267496,1560.66879606448,1018.44843382591,0.605441373563598,0.273238511177266,0.110605230215596,3.57965693708676,8.66241475579254,3.56937403937105,1844.810293,6343.741226,0.430344855144625,0.971293619250305,-5.933071686,11.81269437,43
"163",163,"Rubiaceae",0.00253132692954475,0.360655738,3540.02180499653,1560.66879606448,919.444323665869,0.787526239806574,0.273238511177266,0.169108125666329,-0.193881136357463,8.66241475579254,4.65797038459805,365.8830718,7574.322609,0.09529607,1.2439879431737,-27.65043054,12.58307328,2054
"164",164,"Rubus",0.000630378063641994,0.177814029,3185.70720059297,1560.66879606448,1099.21503770359,0.725287200643127,0.273238511177266,0.243334671618646,-3.67042396327731,8.66241475579254,4.66680934290405,433.1248,7107.4,0.04840978,1.23771265289678,-29.79906,11.90276693,438
"165",165,"Ruscus",1.42445071229483e-05,0.02244898,4918.92556417578,1560.66879606448,192.254028262071,0.513265471549893,0.273238511177266,0.0402874120939451,5.67883878930367,8.66241475579254,0.52259569833539,3844.738362,5403.880942,0.352420226666032,0.619213310328298,2.828280982,7.299039236,13
"166",166,"Salix",0.00651311497692784,0.729097,2351.94169428779,1560.66879606448,1032.39103496585,0.935015866659853,0.273238511177266,0.149619348650461,-7.60429950826069,8.66241475579254,6.85065769641121,313.3904018,7574.322609,0.0583163778906948,1.2439879431737,-42.42932,14.33977834,3224
"167",167,"Salvia",8.75990291111799e-06,0.034,2376.97084327277,1560.66879606448,291.649176432375,0.795865215756847,0.273238511177266,0.0731330479974279,-4.47765540752386,8.66241475579254,0.962688206639266,1855.829,3971.124333,0.384583455130179,0.90079,-11.81913,0.200694517,16
"168",168,"Sambucus",0.00109229029327965,0.547528517,3905.41439296024,1560.66879606448,903.747782979127,0.697776915016797,0.273238511177266,0.169992437475889,-0.745943023710001,8.66241475579254,3.73427685345099,365.8831,7458.225,0.07271321,1.21588979385389,-23.82100138,12.03301871,834
"169",169,"Sanguisorba.group",0.00108286200449055,0.433121019,4739.58424271438,1560.66879606448,1093.29695102312,0.556767918213539,0.273238511177266,0.148005026722298,2.64097024965599,8.66241475579254,4.73509919444333,433.1248,7749.048159,0.0688606940744526,1.184357,-41.81139,13.03043251,666
"170",170,"Santalaceae",6.38137725301951e-05,0.08988764,5116.30242385414,1560.66879606448,555.822164811668,0.393602473592972,0.273238511177266,0.130616922898136,5.92144986707746,8.66241475579254,1.89792579318688,365.8831,6744.789921,0.188644010539802,1.187835,-9.880596,14.09915141,65
"171",171,"Saxifragaceae",0.000783842312790338,0.3578199,1868.44868117442,1560.66879606448,1251.7878083103,0.954965797919311,0.273238511177266,0.170945504404293,-6.85172829139025,8.66241475579254,6.43871866920392,313.3904018,7107.4,0.2036516,1.23589134007787,-42.42932,11.81269437,481
"172",172,"Scrophulariaceae",0.00137603678027253,0.735294118,4109.77868269887,1560.66879606448,995.439259767476,0.632434624392916,0.273238511177266,0.194554882367212,2.13171042374357,8.66241475579254,4.45719300895385,433.1248,7574.322609,0.147698957994541,1.24374912541377,-42.29881,14.45623298,1407
"173",173,"Solanaceae",0.000270279484360483,0.275917065,4640.90072959578,1560.66879606448,748.857769277763,0.499919721763412,0.273238511177266,0.122907003123853,4.07357298302229,8.66241475579254,3.29867834053598,820.1097,7195.727492,0.0754698422680021,1.207302,-39.95099,12.15862634,219
"174",174,"Sorbus",0.000195611185970889,0.14507772,2687.97616936292,1560.66879606448,677.52542539914,1.0069735641366,0.273238511177266,0.108867150079763,-2.42490960031034,8.66241475579254,3.65013246559991,365.8831,6084.083101,0.452868617581326,1.24413275948597,-17.28071,10.85465481,402
"175",175,"Styrax",1.87475323629607e-05,0.022953328,4458.35502322796,1560.66879606448,425.227732599741,0.466847455356401,0.273238511177266,0.0116464687913145,1.95791472154059,8.66241475579254,1.25072251285673,3491.526437,6122.386542,0.427299622397587,0.492726813750731,-1.109262964,7.754045206,30
"176",176,"Tamarix",0.000346088392226696,0.391201885,5673.39229762179,1560.66879606448,594.882997003954,0.376332274293933,0.273238511177266,0.0899527448783734,6.68221032763711,8.66241475579254,1.89520687752837,1081.837,8057.136257,0.0639578130277798,1.081492,-12.88826,14.40617834,78
"177",177,"Taxus",0.000946567135181171,0.951425554,3542.51387465601,1560.66879606448,247.494763043411,1.07320044005864,0.273238511177266,0.0855813925341146,4.30176439650653,8.66241475579254,2.27103166686762,365.8831,5734.534,0.384583455130179,1.21076675883846,-9.880596,6.841005986,182
"178",178,"Teucrium",5.162402957572e-05,0.04042047,4370.39940477161,1560.66879606448,742.026061001473,0.667100766666312,0.273238511177266,0.17658138085826,2.28521543875759,8.66241475579254,1.75377369782217,1076.267,7297.764205,0.155604050261725,1.19123186944843,-13.441567,8.793420194,81
"179",179,"Thalictrum",0.000685622353669867,0.234567901,2251.84103083676,1560.66879606448,999.900561952823,0.832652653032779,0.273238511177266,0.196785123470056,-12.4426157004544,8.66241475579254,7.20833928162854,313.3904018,7302.056606,0.09529607,1.23654826326424,-39.95099,14.33977834,693
"180",180,"Thymelaeaceae",0.000181750726540725,0.125,6382.10769575969,1560.66879606448,491.430011984846,0.282113780777776,0.273238511177266,0.122706334216831,10.1571186858991,8.66241475579254,1.5914842640715,3569.15,8057.136257,0.0542359550907762,1.00688647917738,2.742865396,14.45623298,95
"181",181,"Tilia",0.00219357458284299,0.471246006,2982.81935017944,1560.66879606448,519.466528989016,0.833946844545534,0.273238511177266,0.083527017365165,-8.07477503609551,8.66241475579254,5.02753181800209,365.8831,7574.322609,0.147698957994541,1.2432012149622,-29.50256,10.23286462,1505
"182",182,"Tofieldia",5.09355481573243e-06,0.006390593,1077.49726573775,1560.66879606448,257.347337562001,1.1156131141015,0.273238511177266,0.0251640853192769,-10.2510742154259,8.66241475579254,3.29126638207127,702.0337,2141.499,1.05864,1.207302,-16.87685,-2.778808,21
"183",183,"Trollius",0.00014713146856612,0.210131332,1491.81953059239,1560.66879606448,322.918014018901,0.971304100702421,0.273238511177266,0.138397342760406,-13.7173928266439,8.66241475579254,6.04522718764631,365.8831,3007.917427,0.490167768682842,1.23654826326424,-27.65043054,-1.906358,150
"184",184,"Ulmus",0.00251312171926293,0.519148936,3201.6421533933,1560.66879606448,794.008214831384,0.809056053427149,0.273238511177266,0.148034268418611,-5.98966130260879,8.66241475579254,5.73997219479841,365.8831,8112.428736,0.0370743472873604,1.24718272641248,-27.51336,14.80167833,2041
"185",185,"Ulmus.Zelkova",0.00014363241220192,0.387096774,5632.04157302087,1560.66879606448,270.173897020435,0.950438261866949,0.273238511177266,0.0756907959746234,5.86327726274225,8.66241475579254,1.04411363865497,2916.839509,5762.637276,0.387191666930326,1.09522105030102,-6.750570635,8.200911916,31
"186",186,"Urticaceae",0.00391759900572933,0.827042993,3366.94766779278,1560.66879606448,1050.5337272792,0.795378958390332,0.273238511177266,0.201489913810925,-1.31946557939478,8.66241475579254,4.39722755611074,336.4414003,8110.034257,0.09529607,1.2439879431737,-27.1144456,14.80140685,2318
"187",187,"Vaccinium",0.00157489370161041,0.4715026,1554.729715627,1560.66879606448,564.634719926259,0.914867857730655,0.273238511177266,0.161451189473897,-18.3083065139924,8.66241475579254,10.7834202896185,365.8830718,6893.95,0.07271321,1.24413275948597,-42.42932,9.976864,765
"188",188,"Valerianaceae",0.0001797525586869,0.146750524,3080.95342915206,1560.66879606448,1027.33118351286,0.782876275654215,0.273238511177266,0.158382211269271,-3.03161640108235,8.66241475579254,6.58309781675376,365.8830718,7571.89259,0.147834852064294,1.23771265289678,-37.73623,12.58307328,266
"189",189,"Verbenaceae",1.30572942087334e-05,0.02027027,6124.59694850791,1560.66879606448,772.431307092607,0.22820143515356,0.273238511177266,0.169461208347946,7.11327742642002,8.66241475579254,2.25493841649206,2803.136,7015.16,0.047608,0.909733810414249,-3.966159,9.976864,19
"190",190,"Viburnum",0.000159427351347166,0.105357143,4119.88180175084,1560.66879606448,781.826738860261,0.681211998411247,0.273238511177266,0.139930042296187,1.09887775615758,8.66241475579254,4.59655346974105,365.8831,7195.727492,0.288797704652671,1.187835,-21.36038,11.71594954,266
"191",191,"Violaceae",9.26257034685661e-05,0.091445428,3520.91371244008,1560.66879606448,1081.97033426622,0.769675955840582,0.273238511177266,0.233117050731241,0.380726128334444,8.66241475579254,4.73666327640416,777.0831488,7107.4,0.04714805,1.220032,-27.1144456,10.83644,149
"192",192,"Viscum",7.82494687209662e-05,0.057065217,3657.75510580128,1560.66879606448,458.72165826606,0.653986996897414,0.273238511177266,0.106759606922769,1.94539264790664,8.66241475579254,1.78402565850488,1205.118,5273.301,0.1875155,1.17875503622573,-14.8811,6.968023,74
"193",193,"Vitex",7.18421554660886e-06,0.03043478,6467.86973181945,1560.66879606448,706.33732061219,0.38369940759956,0.273238511177266,0.102780522085357,8.2221592961295,8.66241475579254,2.81291057207851,3153.381523,7107.4,0.2896394,0.6957846,-3.255878,10.83644,11
"194",194,"Ziziphus",1.41202774852896e-05,0.01183432,6085.35237108577,1560.66879606448,378.716832673336,0.283994690804581,0.273238511177266,0.0911813265223972,9.61787348162488,8.66241475579254,1.51701970281256,4124.161671,6905.824796,0.071254420002859,0.774099201711551,1.977307977,14.33977834,19
"195",195,"Zygophyllaceae",0.000349990275317436,0.136,3807.75382272603,1560.66879606448,830.572648699678,0.689614355729297,0.273238511177266,0.187323756322939,-1.34976730428107,8.66241475579254,2.79735007055341,1106.864124,6606.582,0.102034254331145,1.13391116529556,-19.28312578,11.19261516,254
