"","SE_gdd_DKL","SE_alpha_DKL","SE_Tmin_DKL"
"1",766.200273775538,0.139883978367426,3.19877768568808
"2",819.514357948269,0.146544796528794,3.90979937131594
"3",804.487231093006,0.143860735291036,3.85358521500773
"4",807.928406153677,0.145259529032698,3.99312851370394
"5",775.856405602232,0.141608709546752,3.82010321955432
"6",816.588126679139,0.14652550293499,3.99913499103226
"7",794.452318125572,0.142096409928231,3.99220785011348
"8",817.200218783837,0.146695632882015,4.05298996024372
"9",816.345007579539,0.145171674873465,3.99308570459602
"10",816.620762675795,0.144946075228131,4.05032238338831
"11",783.457148404816,0.140936408679994,3.94671104287153
"12",822.318802800581,0.1470299359606,4.08037178014794
"13",809.487908674671,0.144981228714504,3.97932339542238
"14",811.529694401796,0.144396683898655,4.04325776025717
"15",811.094437356321,0.144521130527511,3.96297718515095
"16",820.157143296368,0.145145984860746,4.02806453432347
"17",799.375808693281,0.142303576896549,3.94571102938459
"18",779.833574991493,0.146331714189903,3.99977059517409
"19",811.45949898194,0.14428300563026,3.98368288464555
"20",836.177218701068,0.149273953591371,4.14813606513772
"21",817.200391236267,0.146425117921479,4.00421953292516
"22",827.000377989771,0.148354520175277,4.0266950596577
"23",807.436455211812,0.144632923082722,3.87630061242157
"24",826.79806285188,0.146897102754671,4.00222061385457
"25",800.327729039987,0.143425400106185,3.90378835488407
"26",807.949592777115,0.144684956703024,3.96306525788843
"27",811.798119724839,0.145554910270139,3.97801972638936
"28",828.149038866131,0.148761642323203,3.97983144710824
"29",809.390777939777,0.147116640558862,3.99706768420339
"30",837.10476918145,0.151189198095423,4.14101118103809
"31",818.493226270621,0.148396357717717,3.92414887261269
"32",846.665296030409,0.153554376599456,4.30346592676374
"33",922.218473154653,0.164474549998598,4.65965917992446
"34",827.081135040083,0.129752471379682,2.91065635945032
"35",805.458599999803,0.125864227804009,2.82571396053849
"36",879.592653416781,0.142347042895663,3.3181757155147
"37",787.77413804218,0.12351514219874,2.69690501988008
"38",784.872340474903,0.127882066918765,2.74341709221469
"39",821.458573737306,0.13256213660505,2.96636483044493
"40",809.175193138501,0.131585336586304,2.93359714705059
"41",834.616450816337,0.134256615726068,2.95934242297917
"42",835.124432967978,0.134749198037644,3.01910461582967
"43",744.170462062962,0.119616388558968,2.51665842521011
"44",843.128273226949,0.133849861621547,2.96149177742124
"45",786.05517505592,0.129107140993903,2.76689949440273
"46",842.056874953527,0.135766938229442,3.04798089019601
"47",840.135135836149,0.138516758793391,3.02596668026984
"48",844.637022410044,0.134540145973472,2.98195307385704
"49",821.584516002942,0.131500393508589,3.04126879839835
"50",870.316112137088,0.141781690817951,3.19820328084047
"51",780.611959180093,0.125213246335331,2.71652071467274
"52",804.89526953261,0.133571702057187,2.93602824930081
"53",828.648819523948,0.134135683872407,3.02915242870311
